head,encoder,task,gene,pearson_mean
pca_ridge,conch_v1,SKCM,KRT2,0.5341
pca_ridge,conch_v1,SKCM,LAMB3,0.515
pca_ridge,conch_v1,SKCM,MMRN1,0.5134
pca_ridge,conch_v1,SKCM,DEFB1,0.5106
pca_ridge,conch_v1,SKCM,CCL19,0.4372
pca_ridge,conch_v1,SKCM,MGP,0.3307
pca_ridge,conch_v1,SKCM,IL1B,0.3253
pca_ridge,conch_v1,SKCM,CD1B,0.3146
pca_ridge,conch_v1,SKCM,MYH11,0.2671
pca_ridge,conch_v1,SKCM,HAPLN1,0.254
pca_ridge,conch_v1,SKCM,CCL22,0.1934
pca_ridge,conch_v1,SKCM,SELE,0.14
pca_ridge,conch_v1,SKCM,TFF3,0.1321
pca_ridge,conch_v1,SKCM,HBD,0.0098
pca_ridge,conch_v15,CCRCC,CPE,0.3864
pca_ridge,conch_v15,CCRCC,TMEM91,0.3855
pca_ridge,conch_v15,CCRCC,SLC39A14,0.3706
pca_ridge,conch_v15,CCRCC,DERL1,0.3201
pca_ridge,conch_v15,CCRCC,CKB,0.3064
pca_ridge,conch_v15,CCRCC,YWHAE,0.299
pca_ridge,conch_v15,CCRCC,CD109,0.2959
pca_ridge,conch_v15,CCRCC,SCARB1,0.295
pca_ridge,conch_v15,CCRCC,VMP1,0.2929
pca_ridge,conch_v15,CCRCC,STK39,0.29
pca_ridge,conch_v15,CCRCC,LY6E,0.2782
pca_ridge,conch_v15,CCRCC,HNRNPK,0.2758
pca_ridge,conch_v15,CCRCC,BTF3,0.2671
pca_ridge,conch_v15,CCRCC,H3F3A,0.2669
pca_ridge,conch_v15,CCRCC,NOL3,0.2661
pca_ridge,conch_v15,CCRCC,SLC15A4,0.2637
pca_ridge,conch_v15,CCRCC,LRRC41,0.253
pca_ridge,conch_v15,CCRCC,KRTCAP2,0.251
pca_ridge,conch_v15,CCRCC,CIB1,0.2367
pca_ridge,conch_v15,CCRCC,LAPTM4B,0.2345
pca_ridge,conch_v15,CCRCC,FLNB,0.2306
pca_ridge,conch_v15,CCRCC,SEMA4B,0.2289
pca_ridge,conch_v15,CCRCC,CHST15,0.2252
pca_ridge,conch_v15,CCRCC,NAMPT,0.2214
pca_ridge,conch_v15,CCRCC,CPD,0.2202
pca_ridge,conch_v15,CCRCC,PARP10,0.2175
pca_ridge,conch_v15,CCRCC,PTGS1,0.2156
pca_ridge,conch_v15,CCRCC,PXN,0.2083
pca_ridge,conch_v15,CCRCC,AKAP8,0.1959
pca_ridge,conch_v15,CCRCC,EGFL7,0.1939
pca_ridge,conch_v15,CCRCC,GADD45B,0.1933
pca_ridge,conch_v15,CCRCC,BLVRB,0.1923
pca_ridge,conch_v15,CCRCC,RXRA,0.1919
pca_ridge,conch_v15,CCRCC,HMOX1,0.1854
pca_ridge,conch_v15,CCRCC,IFI27,0.1804
pca_ridge,conch_v15,CCRCC,IFI6,0.1802
pca_ridge,conch_v15,CCRCC,NOTCH3,0.1721
pca_ridge,conch_v15,CCRCC,TRBC1,0.1713
pca_ridge,conch_v15,CCRCC,TFRC,0.1622
pca_ridge,conch_v15,CCRCC,IRF7,0.1536
pca_ridge,conch_v15,CCRCC,TM2D3,0.1509
pca_ridge,conch_v15,CCRCC,ISG15,0.1442
pca_ridge,conch_v15,CCRCC,TP53INP1,0.1431
pca_ridge,conch_v15,CCRCC,HTRA1,0.1236
pca_ridge,conch_v15,CCRCC,NT5DC2,0.117
pca_ridge,conch_v15,CCRCC,DNAJB12,0.1092
pca_ridge,conch_v15,CCRCC,GPNMB,0.1069
pca_ridge,conch_v15,CCRCC,S100A9,0.0789
pca_ridge,conch_v15,CCRCC,HSPA1A,0.0739
pca_ridge,conch_v15,CCRCC,CD14,0.0536
pca_ridge,conch_v15,COAD,TYMS,0.7779
pca_ridge,conch_v15,COAD,CEACAM6,0.7164
pca_ridge,conch_v15,COAD,MS4A1,0.5162
pca_ridge,conch_v15,COAD,SPIB,0.5115
pca_ridge,conch_v15,COAD,DMBT1,0.4966
pca_ridge,conch_v15,COAD,CCR7,0.4859
pca_ridge,conch_v15,COAD,CCL20,0.4701
pca_ridge,conch_v15,COAD,BANK1,0.4693
pca_ridge,conch_v15,COAD,FCRL1,0.4379
pca_ridge,conch_v15,COAD,CXCL13,0.4346
pca_ridge,conch_v15,COAD,COL11A1,0.4341
pca_ridge,conch_v15,COAD,LCN2,0.4068
pca_ridge,conch_v15,COAD,TMIGD1,0.3683
pca_ridge,conch_v15,COAD,TCL1A,0.346
pca_ridge,conch_v15,COAD,CHI3L2,0.3429
pca_ridge,conch_v15,COAD,AREG,0.3378
pca_ridge,conch_v15,COAD,CXCL10,0.3294
pca_ridge,conch_v15,COAD,ITLN1,0.3105
pca_ridge,conch_v15,COAD,RETNLB,0.3097
pca_ridge,conch_v15,COAD,GATA2,0.2974
pca_ridge,conch_v15,COAD,CHGB,0.2955
pca_ridge,conch_v15,COAD,MS4A12,0.2851
pca_ridge,conch_v15,COAD,DUOX2,0.2762
pca_ridge,conch_v15,COAD,GUCA2B,0.268
pca_ridge,conch_v15,COAD,INSL5,0.2577
pca_ridge,conch_v15,COAD,UGT2B17,0.2547
pca_ridge,conch_v15,COAD,CLCA1,0.2508
pca_ridge,conch_v15,COAD,OLFM4,0.242
pca_ridge,conch_v15,COAD,CEACAM7,0.2402
pca_ridge,conch_v15,COAD,PI3,0.2391
pca_ridge,conch_v15,COAD,CLCA4,0.2198
pca_ridge,conch_v15,COAD,HEPACAM2,0.2073
pca_ridge,conch_v15,COAD,CALB2,0.2053
pca_ridge,conch_v15,COAD,AQP8,0.204
pca_ridge,conch_v15,COAD,GCG,0.1986
pca_ridge,conch_v15,COAD,NXPE4,0.1947
pca_ridge,conch_v15,COAD,SCGN,0.1871
pca_ridge,conch_v15,COAD,SLC26A3,0.1866
pca_ridge,conch_v15,COAD,OTOP2,0.1799
pca_ridge,conch_v15,COAD,CTSE,0.16
pca_ridge,conch_v15,COAD,IL1B,0.1366
pca_ridge,conch_v15,COAD,CA4,0.1267
pca_ridge,conch_v15,COAD,CD177,0.1143
pca_ridge,conch_v15,COAD,PRPH,0.1099
pca_ridge,conch_v15,COAD,GUCA2A,0.1066
pca_ridge,conch_v15,COAD,MMP1,0.1004
pca_ridge,conch_v15,COAD,SCG2,0.0686
pca_ridge,conch_v15,COAD,CA1,0.062
pca_ridge,conch_v15,COAD,CHGA,0.0067
pca_ridge,conch_v15,COAD,MMP3,-0.1765
pca_ridge,conch_v15,HCC,AEBP1,0.2291
pca_ridge,conch_v15,HCC,TAGLN,0.2247
pca_ridge,conch_v15,HCC,ELN,0.2006
pca_ridge,conch_v15,HCC,MYL9,0.1873
pca_ridge,conch_v15,HCC,ACTA2,0.1587
pca_ridge,conch_v15,HCC,PPP1R14A,0.154
pca_ridge,conch_v15,HCC,LRRC75A,0.1461
pca_ridge,conch_v15,HCC,SPARCL1,0.1459
pca_ridge,conch_v15,HCC,IGKC,0.1368
pca_ridge,conch_v15,HCC,PRELP,0.1331
pca_ridge,conch_v15,HCC,IGLC2,0.1274
pca_ridge,conch_v15,HCC,ETNPPL,0.1262
pca_ridge,conch_v15,HCC,TPM2,0.1257
pca_ridge,conch_v15,HCC,MFAP4,0.1199
pca_ridge,conch_v15,HCC,FBLN2,0.1119
pca_ridge,conch_v15,HCC,AC092069.1,0.1101
pca_ridge,conch_v15,HCC,JAG1,0.1036
pca_ridge,conch_v15,HCC,MGP,0.1028
pca_ridge,conch_v15,HCC,CAVIN3,0.0857
pca_ridge,conch_v15,HCC,NDUFA4L2,0.0835
pca_ridge,conch_v15,HCC,HAMP,0.0805
pca_ridge,conch_v15,HCC,GJA4,0.0779
pca_ridge,conch_v15,HCC,LTBP2,0.0773
pca_ridge,conch_v15,HCC,C11orf96,0.0766
pca_ridge,conch_v15,HCC,CCL21,0.0764
pca_ridge,conch_v15,HCC,S100A4,0.0685
pca_ridge,conch_v15,HCC,IGFBP5,0.0684
pca_ridge,conch_v15,HCC,TSPAN13,0.0681
pca_ridge,conch_v15,HCC,CXCL10,0.0674
pca_ridge,conch_v15,HCC,TRBC2,0.0671
pca_ridge,conch_v15,HCC,FBLN5,0.0628
pca_ridge,conch_v15,HCC,MCAM,0.0512
pca_ridge,conch_v15,HCC,BEST1,0.0481
pca_ridge,conch_v15,HCC,IGHG1,0.0428
pca_ridge,conch_v15,HCC,RBP7,0.0397
pca_ridge,conch_v15,HCC,PHKG1,0.0386
pca_ridge,conch_v15,HCC,PTGDS,0.0348
pca_ridge,conch_v15,HCC,RND1,0.033
pca_ridge,conch_v15,HCC,CCN1,0.027
pca_ridge,conch_v15,HCC,IGHA1,0.0202
pca_ridge,conch_v15,HCC,ASPM,0.0163
pca_ridge,conch_v15,HCC,MUSTN1,0.0161
pca_ridge,conch_v15,HCC,CXCL9,0.0011
pca_ridge,conch_v15,HCC,IGHM,-0.0067
pca_ridge,conch_v15,HCC,PDE9A,-0.0135
pca_ridge,conch_v15,HCC,IGLC1,-0.0169
pca_ridge,conch_v15,HCC,TCEAL9,-0.0278
pca_ridge,conch_v15,HCC,HBB,-0.0596
pca_ridge,conch_v15,HCC,CYP2E1,-0.1546
pca_ridge,conch_v15,HCC,PDZK1IP1,-0.2639
pca_ridge,conch_v15,IDC,TACSTD2,0.8701
pca_ridge,conch_v15,IDC,GATA3,0.8371
pca_ridge,conch_v15,IDC,FASN,0.8361
pca_ridge,conch_v15,IDC,ERBB2,0.8043
pca_ridge,conch_v15,IDC,TOP2A,0.7532
pca_ridge,conch_v15,IDC,SCD,0.7513
pca_ridge,conch_v15,IDC,ABCC11,0.7454
pca_ridge,conch_v15,IDC,DST,0.7425
pca_ridge,conch_v15,IDC,PTPRC,0.7319
pca_ridge,conch_v15,IDC,SERHL2,0.7129
pca_ridge,conch_v15,IDC,KLF5,0.6969
pca_ridge,conch_v15,IDC,CD3E,0.6847
pca_ridge,conch_v15,IDC,IL2RG,0.6556
pca_ridge,conch_v15,IDC,MYLK,0.6495
pca_ridge,conch_v15,IDC,IL7R,0.6377
pca_ridge,conch_v15,IDC,CYTIP,0.6367
pca_ridge,conch_v15,IDC,ESR1,0.6274
pca_ridge,conch_v15,IDC,SLAMF7,0.619
pca_ridge,conch_v15,IDC,TRAC,0.6096
pca_ridge,conch_v15,IDC,CEACAM6,0.5933
pca_ridge,conch_v15,IDC,KRT14,0.5784
pca_ridge,conch_v15,IDC,PTN,0.5695
pca_ridge,conch_v15,IDC,AQP1,0.5681
pca_ridge,conch_v15,IDC,CCR7,0.5662
pca_ridge,conch_v15,IDC,VWF,0.5605
pca_ridge,conch_v15,IDC,MYH11,0.5585
pca_ridge,conch_v15,IDC,OXTR,0.5514
pca_ridge,conch_v15,IDC,SERPINA3,0.546
pca_ridge,conch_v15,IDC,KRT5,0.544
pca_ridge,conch_v15,IDC,TENT5C,0.5416
pca_ridge,conch_v15,IDC,CLIC6,0.5363
pca_ridge,conch_v15,IDC,MS4A1,0.5067
pca_ridge,conch_v15,IDC,KRT6B,0.4953
pca_ridge,conch_v15,IDC,ADIPOQ,0.4804
pca_ridge,conch_v15,IDC,ANKRD30A,0.4767
pca_ridge,conch_v15,IDC,SCGB2A1,0.4543
pca_ridge,conch_v15,IDC,SFRP1,0.4415
pca_ridge,conch_v15,IDC,PIGR,0.4402
pca_ridge,conch_v15,IDC,PTGDS,0.4286
pca_ridge,conch_v15,IDC,KIT,0.3946
pca_ridge,conch_v15,IDC,MYBPC1,0.3864
pca_ridge,conch_v15,IDC,AQP3,0.3797
pca_ridge,conch_v15,IDC,TCL1A,0.3724
pca_ridge,conch_v15,IDC,ADH1B,0.3519
pca_ridge,conch_v15,IDC,CEACAM8,0.2887
pca_ridge,conch_v15,IDC,MMP1,0.2736
pca_ridge,conch_v15,IDC,MMP12,0.2186
pca_ridge,conch_v15,IDC,OPRPN,0.1943
pca_ridge,conch_v15,IDC,MUC6,0.1789
pca_ridge,conch_v15,IDC,TPSAB1,0.1222
pca_ridge,conch_v15,LUNG,CAPN8,0.8431
pca_ridge,conch_v15,LUNG,PTPRC,0.8412
pca_ridge,conch_v15,LUNG,GPRC5A,0.8195
pca_ridge,conch_v15,LUNG,MET,0.8115
pca_ridge,conch_v15,LUNG,PECAM1,0.8047
pca_ridge,conch_v15,LUNG,MALL,0.8033
pca_ridge,conch_v15,LUNG,CD2,0.8021
pca_ridge,conch_v15,LUNG,COL5A2,0.7976
pca_ridge,conch_v15,LUNG,CDK1,0.7802
pca_ridge,conch_v15,LUNG,TOP2A,0.7717
pca_ridge,conch_v15,LUNG,CTSK,0.7713
pca_ridge,conch_v15,LUNG,CXCR4,0.7447
pca_ridge,conch_v15,LUNG,ACE2,0.7349
pca_ridge,conch_v15,LUNG,SNTN,0.7239
pca_ridge,conch_v15,LUNG,MKI67,0.7126
pca_ridge,conch_v15,LUNG,CD163,0.7124
pca_ridge,conch_v15,LUNG,PLA2G7,0.695
pca_ridge,conch_v15,LUNG,UBE2C,0.6816
pca_ridge,conch_v15,LUNG,CCR7,0.6535
pca_ridge,conch_v15,LUNG,MS4A1,0.6444
pca_ridge,conch_v15,LUNG,ALDH1A3,0.6189
pca_ridge,conch_v15,LUNG,MZB1,0.6119
pca_ridge,conch_v15,LUNG,CD79A,0.6007
pca_ridge,conch_v15,LUNG,FGFBP1,0.582
pca_ridge,conch_v15,LUNG,CNN1,0.5494
pca_ridge,conch_v15,LUNG,CD19,0.5259
pca_ridge,conch_v15,LUNG,CCL19,0.5244
pca_ridge,conch_v15,LUNG,SPIB,0.5201
pca_ridge,conch_v15,LUNG,CXCL9,0.5138
pca_ridge,conch_v15,LUNG,LIF,0.507
pca_ridge,conch_v15,LUNG,MEDAG,0.5029
pca_ridge,conch_v15,LUNG,DNAAF1,0.4761
pca_ridge,conch_v15,LUNG,INMT,0.4473
pca_ridge,conch_v15,LUNG,SRPX,0.4384
pca_ridge,conch_v15,LUNG,CXCL10,0.4284
pca_ridge,conch_v15,LUNG,MCEMP1,0.3822
pca_ridge,conch_v15,LUNG,PCSK2,0.3818
pca_ridge,conch_v15,LUNG,SOX2,0.3696
pca_ridge,conch_v15,LUNG,FCER1A,0.3675
pca_ridge,conch_v15,LUNG,CD1A,0.3643
pca_ridge,conch_v15,LUNG,OGN,0.3591
pca_ridge,conch_v15,LUNG,CYP2A7,0.3545
pca_ridge,conch_v15,LUNG,MARCO,0.3526
pca_ridge,conch_v15,LUNG,BBOX1,0.3122
pca_ridge,conch_v15,LUNG,TCL1A,0.3047
pca_ridge,conch_v15,LUNG,CD274,0.2686
pca_ridge,conch_v15,LUNG,DMBT1,0.2676
pca_ridge,conch_v15,LUNG,SERPINB2,0.2352
pca_ridge,conch_v15,LUNG,CTSG,0.2072
pca_ridge,conch_v15,LUNG,SNCG,0.0449
pca_ridge,conch_v15,LYMPH_IDC,CYP4Z1,0.4373
pca_ridge,conch_v15,LYMPH_IDC,FABP4,0.4288
pca_ridge,conch_v15,LYMPH_IDC,PDZK1IP1,0.4051
pca_ridge,conch_v15,LYMPH_IDC,PTRH2,0.3993
pca_ridge,conch_v15,LYMPH_IDC,RSF1,0.3951
pca_ridge,conch_v15,LYMPH_IDC,PARD6B,0.3936
pca_ridge,conch_v15,LYMPH_IDC,RAB38,0.38
pca_ridge,conch_v15,LYMPH_IDC,CD22,0.3798
pca_ridge,conch_v15,LYMPH_IDC,QSOX1,0.377
pca_ridge,conch_v15,LYMPH_IDC,SHANK2,0.3727
pca_ridge,conch_v15,LYMPH_IDC,AAMDC,0.3725
pca_ridge,conch_v15,LYMPH_IDC,ANO8,0.349
pca_ridge,conch_v15,LYMPH_IDC,AKR1E2,0.3435
pca_ridge,conch_v15,LYMPH_IDC,POLD3,0.3429
pca_ridge,conch_v15,LYMPH_IDC,CD72,0.3406
pca_ridge,conch_v15,LYMPH_IDC,ANKS1B,0.3405
pca_ridge,conch_v15,LYMPH_IDC,EPHB3,0.3331
pca_ridge,conch_v15,LYMPH_IDC,GTPBP3,0.3214
pca_ridge,conch_v15,LYMPH_IDC,NARS2,0.317
pca_ridge,conch_v15,LYMPH_IDC,CROT,0.3141
pca_ridge,conch_v15,LYMPH_IDC,HAUS8,0.3113
pca_ridge,conch_v15,LYMPH_IDC,PATZ1,0.2945
pca_ridge,conch_v15,LYMPH_IDC,CCNO,0.2928
pca_ridge,conch_v15,LYMPH_IDC,SERPINI1,0.2881
pca_ridge,conch_v15,LYMPH_IDC,ZMAT5,0.2759
pca_ridge,conch_v15,LYMPH_IDC,SPP1,0.2751
pca_ridge,conch_v15,LYMPH_IDC,MX1,0.2734
pca_ridge,conch_v15,LYMPH_IDC,CXCL10,0.2622
pca_ridge,conch_v15,LYMPH_IDC,SCRN1,0.2601
pca_ridge,conch_v15,LYMPH_IDC,IGHV3-11,0.2495
pca_ridge,conch_v15,LYMPH_IDC,MAPK8IP2,0.2477
pca_ridge,conch_v15,LYMPH_IDC,TCF7,0.2355
pca_ridge,conch_v15,LYMPH_IDC,IFI44L,0.2272
pca_ridge,conch_v15,LYMPH_IDC,SNCG,0.2164
pca_ridge,conch_v15,LYMPH_IDC,CLNS1A,0.2107
pca_ridge,conch_v15,LYMPH_IDC,CXCL11,0.2036
pca_ridge,conch_v15,LYMPH_IDC,NUDT1,0.1981
pca_ridge,conch_v15,LYMPH_IDC,CCL28,0.1959
pca_ridge,conch_v15,LYMPH_IDC,AREG,0.1913
pca_ridge,conch_v15,LYMPH_IDC,DAPK1,0.1896
pca_ridge,conch_v15,LYMPH_IDC,TMEM64,0.1804
pca_ridge,conch_v15,LYMPH_IDC,MYH11,0.1722
pca_ridge,conch_v15,LYMPH_IDC,MX2,0.1687
pca_ridge,conch_v15,LYMPH_IDC,IFIT2,0.1571
pca_ridge,conch_v15,LYMPH_IDC,RSAD2,0.1225
pca_ridge,conch_v15,LYMPH_IDC,IGLV9-49,0.1224
pca_ridge,conch_v15,LYMPH_IDC,IGHV6-1,0.1018
pca_ridge,conch_v15,LYMPH_IDC,OASL,0.0993
pca_ridge,conch_v15,LYMPH_IDC,CSTA,0.0662
pca_ridge,conch_v15,LYMPH_IDC,HAAO,0.0639
pca_ridge,conch_v15,PAAD,EPCAM,0.8547
pca_ridge,conch_v15,PAAD,CXCL6,0.6586
pca_ridge,conch_v15,PAAD,CD3E,0.6542
pca_ridge,conch_v15,PAAD,CD2,0.6477
pca_ridge,conch_v15,PAAD,ANPEP,0.6298
pca_ridge,conch_v15,PAAD,IL7R,0.6237
pca_ridge,conch_v15,PAAD,CD8A,0.618
pca_ridge,conch_v15,PAAD,PTPRC,0.6025
pca_ridge,conch_v15,PAAD,GZMK,0.5911
pca_ridge,conch_v15,PAAD,CCL5,0.5624
pca_ridge,conch_v15,PAAD,CXCR4,0.5608
pca_ridge,conch_v15,PAAD,MS4A1,0.5587
pca_ridge,conch_v15,PAAD,CXCL2,0.5511
pca_ridge,conch_v15,PAAD,IRF8,0.5484
pca_ridge,conch_v15,PAAD,CD79A,0.5417
pca_ridge,conch_v15,PAAD,AIF1,0.5148
pca_ridge,conch_v15,PAAD,PLA2G7,0.5146
pca_ridge,conch_v15,PAAD,LIF,0.5039
pca_ridge,conch_v15,PAAD,MKI67,0.4944
pca_ridge,conch_v15,PAAD,UBE2C,0.4903
pca_ridge,conch_v15,PAAD,CD27,0.4846
pca_ridge,conch_v15,PAAD,CDK1,0.477
pca_ridge,conch_v15,PAAD,ACTA2,0.4741
pca_ridge,conch_v15,PAAD,GZMA,0.47
pca_ridge,conch_v15,PAAD,GPR183,0.4682
pca_ridge,conch_v15,PAAD,FCGR3A,0.4596
pca_ridge,conch_v15,PAAD,SELL,0.4493
pca_ridge,conch_v15,PAAD,BANK1,0.4439
pca_ridge,conch_v15,PAAD,CD19,0.4332
pca_ridge,conch_v15,PAAD,DERL3,0.4315
pca_ridge,conch_v15,PAAD,DMBT1,0.4269
pca_ridge,conch_v15,PAAD,CCR7,0.4241
pca_ridge,conch_v15,PAAD,ACE2,0.4177
pca_ridge,conch_v15,PAAD,CD14,0.4146
pca_ridge,conch_v15,PAAD,CPA3,0.3931
pca_ridge,conch_v15,PAAD,VSIG4,0.3928
pca_ridge,conch_v15,PAAD,CCL19,0.381
pca_ridge,conch_v15,PAAD,TNFRSF17,0.3764
pca_ridge,conch_v15,PAAD,FOXP3,0.3624
pca_ridge,conch_v15,PAAD,KLRC1,0.3172
pca_ridge,conch_v15,PAAD,LILRA4,0.3119
pca_ridge,conch_v15,PAAD,HPGDS,0.3054
pca_ridge,conch_v15,PAAD,TCL1A,0.2922
pca_ridge,conch_v15,PAAD,CD1C,0.2919
pca_ridge,conch_v15,PAAD,MARCO,0.2834
pca_ridge,conch_v15,PAAD,ESR1,0.2683
pca_ridge,conch_v15,PAAD,CD1A,0.2327
pca_ridge,conch_v15,PAAD,CXCL9,0.2239
pca_ridge,conch_v15,PAAD,CXCL10,0.2169
pca_ridge,conch_v15,PAAD,PDCD1,0.1983
pca_ridge,conch_v15,PRAD,XBP1,0.565
pca_ridge,conch_v15,PRAD,SEC11C,0.5625
pca_ridge,conch_v15,PRAD,AMD1,0.5068
pca_ridge,conch_v15,PRAD,MPC2,0.5048
pca_ridge,conch_v15,PRAD,MT1X,0.4779
pca_ridge,conch_v15,PRAD,SNHG8,0.4775
pca_ridge,conch_v15,PRAD,PDIA4,0.4642
pca_ridge,conch_v15,PRAD,MT1E,0.4635
pca_ridge,conch_v15,PRAD,PERP,0.4618
pca_ridge,conch_v15,PRAD,COX5A,0.4528
pca_ridge,conch_v15,PRAD,SPON2,0.4385
pca_ridge,conch_v15,PRAD,COX17,0.4348
pca_ridge,conch_v15,PRAD,PCBD1,0.4346
pca_ridge,conch_v15,PRAD,GLO1,0.4305
pca_ridge,conch_v15,PRAD,RPL37A,0.4282
pca_ridge,conch_v15,PRAD,NUDT4,0.4105
pca_ridge,conch_v15,PRAD,ZFAS1,0.4021
pca_ridge,conch_v15,PRAD,RPN1,0.402
pca_ridge,conch_v15,PRAD,TMCO1,0.3994
pca_ridge,conch_v15,PRAD,RPS29,0.3976
pca_ridge,conch_v15,PRAD,C1orf43,0.3936
pca_ridge,conch_v15,PRAD,COX7B,0.3879
pca_ridge,conch_v15,PRAD,CAT,0.3853
pca_ridge,conch_v15,PRAD,SVIP,0.381
pca_ridge,conch_v15,PRAD,GNG5,0.3781
pca_ridge,conch_v15,PRAD,TXNL4A,0.3772
pca_ridge,conch_v15,PRAD,SELENOT,0.3721
pca_ridge,conch_v15,PRAD,HSPD1,0.3661
pca_ridge,conch_v15,PRAD,MAOA,0.3654
pca_ridge,conch_v15,PRAD,CCDC47,0.3644
pca_ridge,conch_v15,PRAD,REXO2,0.3544
pca_ridge,conch_v15,PRAD,SGK1,0.3541
pca_ridge,conch_v15,PRAD,DNAJC3,0.3518
pca_ridge,conch_v15,PRAD,EIF3H,0.3497
pca_ridge,conch_v15,PRAD,SNHG9,0.3474
pca_ridge,conch_v15,PRAD,C8orf59,0.3442
pca_ridge,conch_v15,PRAD,SPCS3,0.3426
pca_ridge,conch_v15,PRAD,SNRPE,0.3417
pca_ridge,conch_v15,PRAD,SLIRP,0.3352
pca_ridge,conch_v15,PRAD,MIF,0.3145
pca_ridge,conch_v15,PRAD,IMPDH2,0.3085
pca_ridge,conch_v15,PRAD,TOB1,0.3085
pca_ridge,conch_v15,PRAD,SRRM1,0.3082
pca_ridge,conch_v15,PRAD,MRPL33,0.3019
pca_ridge,conch_v15,PRAD,HLA-DRA,0.2908
pca_ridge,conch_v15,PRAD,C6orf48,0.2663
pca_ridge,conch_v15,PRAD,EIF3E,0.253
pca_ridge,conch_v15,PRAD,RSL24D1,0.2346
pca_ridge,conch_v15,PRAD,NUCB2,0.2265
pca_ridge,conch_v15,PRAD,SOD2,0.2183
pca_ridge,conch_v15,READ,CD177,0.4496
pca_ridge,conch_v15,READ,GUCA2A,0.4278
pca_ridge,conch_v15,READ,SLC26A3,0.3952
pca_ridge,conch_v15,READ,CA2,0.3844
pca_ridge,conch_v15,READ,MMP28,0.2885
pca_ridge,conch_v15,READ,BTNL3,0.2736
pca_ridge,conch_v15,READ,PADI2,0.2697
pca_ridge,conch_v15,READ,SMPDL3A,0.2677
pca_ridge,conch_v15,READ,CLCA1,0.2666
pca_ridge,conch_v15,READ,CA1,0.2452
pca_ridge,conch_v15,READ,MT1M,0.2436
pca_ridge,conch_v15,READ,SECTM1,0.2431
pca_ridge,conch_v15,READ,PDE9A,0.2132
pca_ridge,conch_v15,READ,LAMA3,0.2091
pca_ridge,conch_v15,READ,APOC1,0.2053
pca_ridge,conch_v15,READ,MT1F,0.2024
pca_ridge,conch_v15,READ,SLC26A2,0.1988
pca_ridge,conch_v15,READ,UBD,0.1692
pca_ridge,conch_v15,READ,IGHG4,0.1675
pca_ridge,conch_v15,READ,CCL21,0.1602
pca_ridge,conch_v15,READ,P3H3,0.1508
pca_ridge,conch_v15,READ,IGHG2,0.1447
pca_ridge,conch_v15,READ,LOX,0.1404
pca_ridge,conch_v15,READ,CCL14,0.1336
pca_ridge,conch_v15,READ,EGLN3,0.1315
pca_ridge,conch_v15,READ,SPHK1,0.1295
pca_ridge,conch_v15,READ,EFEMP1,0.1205
pca_ridge,conch_v15,READ,MMP7,0.1175
pca_ridge,conch_v15,READ,MMP9,0.1112
pca_ridge,conch_v15,READ,CXCL9,0.1104
pca_ridge,conch_v15,READ,PTGDS,0.1091
pca_ridge,conch_v15,READ,CEMIP,0.1076
pca_ridge,conch_v15,READ,MXI1,0.1065
pca_ridge,conch_v15,READ,ADAMDEC1,0.1005
pca_ridge,conch_v15,READ,HMOX1,0.0936
pca_ridge,conch_v15,READ,AC010883.3,0.09
pca_ridge,conch_v15,READ,CXCL8,0.0887
pca_ridge,conch_v15,READ,CLU,0.0884
pca_ridge,conch_v15,READ,PLAAT3,0.0671
pca_ridge,conch_v15,READ,SGK1,0.0658
pca_ridge,conch_v15,READ,FRZB,0.0646
pca_ridge,conch_v15,READ,ITGB2,0.0607
pca_ridge,conch_v15,READ,ANGPTL2,0.0592
pca_ridge,conch_v15,READ,ITIH5,0.0575
pca_ridge,conch_v15,READ,PRRG3,0.0526
pca_ridge,conch_v15,READ,TPSB2,0.0525
pca_ridge,conch_v15,READ,CXCL10,0.0523
pca_ridge,conch_v15,READ,SPP1,0.052
pca_ridge,conch_v15,READ,CHI3L1,0.0409
pca_ridge,conch_v15,READ,TSPAN9,0.0255
pca_ridge,conch_v15,SKCM,VIM,0.8384
pca_ridge,conch_v15,SKCM,TYRP1,0.8003
pca_ridge,conch_v15,SKCM,POSTN,0.7379
pca_ridge,conch_v15,SKCM,LYZ,0.7344
pca_ridge,conch_v15,SKCM,SERPINB5,0.727
pca_ridge,conch_v15,SKCM,KRTDAP,0.7217
pca_ridge,conch_v15,SKCM,WDFY4,0.7102
pca_ridge,conch_v15,SKCM,SERPINB2,0.6946
pca_ridge,conch_v15,SKCM,CD52,0.6885
pca_ridge,conch_v15,SKCM,MAL2,0.6838
pca_ridge,conch_v15,SKCM,BIRC3,0.682
pca_ridge,conch_v15,SKCM,LCK,0.6805
pca_ridge,conch_v15,SKCM,LY6D,0.6697
pca_ridge,conch_v15,SKCM,GZMK,0.6593
pca_ridge,conch_v15,SKCM,RHOV,0.6569
pca_ridge,conch_v15,SKCM,CAPNS2,0.6482
pca_ridge,conch_v15,SKCM,AQP3,0.645
pca_ridge,conch_v15,SKCM,SLPI,0.6374
pca_ridge,conch_v15,SKCM,S100A14,0.635
pca_ridge,conch_v15,SKCM,ACER1,0.6251
pca_ridge,conch_v15,SKCM,SBSN,0.6176
pca_ridge,conch_v15,SKCM,TP63,0.6124
pca_ridge,conch_v15,SKCM,DSC1,0.6059
