encoder,task,label_set,design,fold,repeat,cal_draw,calibration_unit,gene_index,quantile,n_T_natural,n_T_used,subsample_fallback,subsample_reason,subsample_size,seconds,cumulative_task_seconds,timebox_s,solver,failure,_source
hoptimus0,CCRCC,shipped,patient,4,-1,0,patient,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,2.916,583.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,4,-1,0,patient,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.787,587.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,4,-1,0,patient,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.066,592.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,4,-1,0,patient,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.814,597.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.203,601.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.955,605.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.959,610.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.901,615.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.789,620.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.875,625.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.889,629.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.809,634.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.597,637.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.017,642.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.034,647.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,patient,5,-1,0,patient,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.75,652.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.065,655.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.767,660.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.522,664.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.638,669.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.661,674.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.602,679.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.688,683.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.76,688.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.836,692.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.83,696.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.741,701.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT1,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.716,706.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,2.846,709.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.603,713.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,6.02,719.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.626,724.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.778,729.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.662,733.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.676,737.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.608,742.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.192,746.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.624,751.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.974,756.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT10,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.694,760.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,2.943,763.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.911,768.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.15,772.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.799,777.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.844,782.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.769,787.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.896,791.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.581,795.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.749,799.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.931,804.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.107,808.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT11,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.833,813.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,2.981,816.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.769,821.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.01,825.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.625,831.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.976,836.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.696,841.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.718,845.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.497,849.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.24,852.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.533,857.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.254,861.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT12,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.702,866.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.041,869.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.566,873.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.888,877.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.629,882.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.809,887.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.818,891.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.897,895.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.902,900.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.0,905.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.806,910.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.077,915.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT13,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.9,920.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,2.92,923.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.697,928.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.09,932.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.647,936.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.623,941.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.5,946.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.666,949.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.578,954.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.154,957.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.755,962.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.864,967.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT14,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.659,971.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,2.993,974.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.047,979.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.459,983.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.896,988.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.766,992.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.91,997.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.667,1001.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.142,1006.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.267,1009.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.045,1014.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.446,1019.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT15,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.902,1024.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.133,1027.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.634,1032.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.756,1035.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.67,1040.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.713,1045.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.728,1049.8,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.746,1053.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.818,1058.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.807,1062.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.891,1067.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.426,1071.5,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT16,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.688,1076.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.161,1079.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.025,1084.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.788,1088.2,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.066,1093.3,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,20,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.728,1098.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,20,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.987,1103.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,29,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.981,1107.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,29,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,5.132,1112.1,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,39,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.888,1117.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,39,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.938,1121.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,49,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.817,1126.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT17,-1,0,donor,49,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.999,1131.7,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT18,-1,0,donor,0,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.2,1134.9,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT18,-1,0,donor,0,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.656,1139.6,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT18,-1,0,donor,10,0.05,35996,2500,True,pre_emptive_n_T_above_cap,2500,3.77,1143.4,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
hoptimus0,CCRCC,shipped,donor,INT18,-1,0,donor,10,0.95,35996,2500,True,pre_emptive_n_T_above_cap,2500,4.617,1148.0,1200.0,highs,,a4_cqr_fits__hoptimus0__cqrmain.csv
